94908KDBQ DBQ20050501000009505/01/05 00:00:49  5-MIN KDBQ 010600Z 22003KT 10SM CLR 01/M02 A2999 1010 85 -400 220/03 RMK AO2
94908KDBQ DBQ20050501000509505/01/05 00:05:31  5-MIN KDBQ 010605Z 22003KT 10SM CLR 01/M02 A2999 1010 85 -400 220/03 RMK AO2
94908KDBQ DBQ20050501001009505/01/05 00:10:31  5-MIN KDBQ 010610Z 22003KT 10SM CLR 00/M02 A2999 1020 88 -500 210/03 RMK AO2
94908KDBQ DBQ20050501001509505/01/05 00:15:32  5-MIN KDBQ 010615Z 22003KT 10SM CLR 00/M02 A2999 1020 85 -500 220/03 RMK AO2
94908KDBQ DBQ20050501002009405/01/05 00:20:31  5-MIN KDBQ 010620Z 22003KT 9SM CLR 00/M02 A2998 1020 85 -500 220/03 RMK AO2
94908KDBQ DBQ20050501002509405/01/05 00:25:31  5-MIN KDBQ 010625Z 21003KT 9SM CLR 00/M02 A2998 1020 85 -500 210/03 RMK AO2
94908KDBQ DBQ20050501003009505/01/05 00:30:31  5-MIN KDBQ 010630Z 22004KT 9SM CLR M01/M03 A2998 1020 85 -500 210/04 RMK AO2
94908KDBQ DBQ20050501003509505/01/05 00:35:31  5-MIN KDBQ 010635Z 21004KT 9SM CLR M01/M03 A2998 1020 85 -500 210/04 RMK AO2
94908KDBQ DBQ20050501004009805/01/05 00:40:31  5-MIN KDBQ 010640Z 22004KT 9SM FEW110 M01/M03 A2998 1020 85 -500 220/04 RMK AO2
94908KDBQ DBQ20050501004509805/01/05 00:45:31  5-MIN KDBQ 010645Z 23005KT 8SM SCT100 M01/M02 A2998 1030 88 -500 220/05 RMK AO2
94908KDBQ DBQ20050501005011405/01/05 00:50:31  5-MIN KDBQ 010650Z 23005KT 8SM SCT090 00/M02 A2998 1030 85 -500 220/05 RMK AO2 SLP159 T00001022
94908KDBQ DBQ20050515090510305/15/05 09:05:31  5-MIN KDBQ 151505Z 35010KT 10SM FEW028 BKN037 09/02  A3003 980 63 500 350/10 RMK AO2
94908KDBQ DBQ20050515091010905/15/05 09:10:31  5-MIN KDBQ 151510Z 33014G18KT 10SM SCT028 BKN037 08/02  A3003 980 65 500 330/14G18 RMK AO2
94908KDBQ DBQ20050515091511005/15/05 09:15:31  5-MIN KDBQ 151515Z 32013KT 10SM SCT030 BKN038 BKN046  08/02 A3003 980 65 500 320/13 RMK AO2
94908KDBQ DBQ20050515092011505/15/05 09:20:31  5-MIN KDBQ 151520Z 34015G18KT 10SM FEW030 SCT038 BKN046 09/03 A3003 980 65 600 340/15G18 RMK AO2
94908KDBQ DBQ20050515092511505/15/05 09:25:31  5-MIN KDBQ 151525Z 33012G18KT 10SM FEW030 SCT038 BKN055 09/02 A3003 980 60 600 330/12G18 RMK AO2
94908KDBQ DBQ20050515093011005/15/05 09:30:31  5-MIN KDBQ 151530Z 33011KT 10SM FEW032 SCT038 OVC055  09/03 A3003 980 63 600 330/11 RMK AO2
94908KDBQ DBQ20050515093511005/15/05 09:35:31  5-MIN KDBQ 151535Z 31015KT 10SM FEW029 SCT039 OVC055  09/03 A3003 970 65 600 310/15 RMK AO2
94908KDBQ DBQ20050515094011005/15/05 09:40:31  5-MIN KDBQ 151540Z 31012KT 10SM FEW031 BKN048 OVC055  08/02 A3003 980 65 400 310/12 RMK AO2
94908KDBQ DBQ20050515094511005/15/05 09:45:31  5-MIN KDBQ 151545Z 33015KT 10SM FEW033 BKN048 OVC055  08/02 A3003 970 65 400 330/15 RMK AO2
94908KDBQ DBQ20050515095012705/15/05 09:50:31  5-MIN KDBQ 151550Z 33012KT 10SM FEW031 SCT040 OVC050  08/02 A3004 970 65 400 330/12 RMK AO2 SLP177 T00830022
94908KDBQ DBQ20050515095512705/15/05 09:55:31  5-MIN KDBQ 151555Z 33011KT 10SM FEW033 BKN048 OVC055  09/03 A3004 970 65 500 330/11 RMK AO2 SLP178 T00890028
94908KDBQ DBQ20050515100011005/15/05 10:00:31  5-MIN KDBQ 151600Z 32012KT 10SM FEW033 BKN045 OVC055  09/03 A3004 970 65 600 320/12 RMK AO2
94908KDBQ DBQ20050515100511005/15/05 10:05:31  5-MIN KDBQ 151605Z 32011KT 10SM FEW033 BKN049 OVC055  09/03 A3004 970 63 600 320/11 RMK AO2
94908KDBQ DBQ20050515101011505/15/05 10:10:31  5-MIN KDBQ 151610Z 33014G21KT 10SM FEW029 BKN046 OVC055 08/02 A3004 970 65 400 330/14G21 RMK AO2
94908KDBQ DBQ20050515101511505/15/05 10:15:31  5-MIN KDBQ 151615Z 33014G21KT 10SM FEW029 BKN046 OVC055 08/02 A3003 980 65 400 330/14G21 RMK AO2
94908KDBQ DBQ20050515102011005/15/05 10:20:31  5-MIN KDBQ 151620Z 33012KT 10SM FEW029 BKN035 OVC055  08/02 A3003 970 65 400 330/12 RMK AO2
94908KDBQ DBQ20050515102511005/15/05 10:25:31  5-MIN KDBQ 151625Z 32013KT 10SM FEW029 BKN035 OVC055  08/02 A3003 980 65 400 320/13 RMK AO2
94908KDBQ DBQ20050515103011005/15/05 10:30:31  5-MIN KDBQ 151630Z 32013KT 10SM FEW029 BKN035 OVC049  08/02 A3003 980 65 400 320/13 RMK AO2
94908KDBQ DBQ20050515103511005/15/05 10:35:31  5-MIN KDBQ 151635Z 33011KT 10SM FEW029 BKN035 OVC050  09/03 A3003 980 63 600 330/11 RMK AO2
94908KDBQ DBQ20050515104011005/15/05 10:40:31  5-MIN KDBQ 151640Z 31011KT 10SM SCT035 BKN045 OVC050  09/03 A3003 970 63 600 310/11 RMK AO2
94908KDBQ DBQ20050515104510305/15/05 10:45:31  5-MIN KDBQ 151645Z 32012KT 10SM SCT035 OVC050 09/03  A3003 970 65 600 320/12 RMK AO2
94908KDBQ DBQ20050515105012705/15/05 10:50:31  5-MIN KDBQ 151650Z 31015KT 10SM FEW029 BKN035 OVC050  09/02 A3003 970 63 500 310/15 RMK AO2 SLP177 T00890022
94908KDBQ DBQ20050515105512705/15/05 10:55:31  5-MIN KDBQ 151655Z 31013KT 10SM FEW029 BKN037 OVC050  08/02 A3003 970 65 400 310/13 RMK AO2 SLP177 T00830022
94908KDBQ DBQ20050515110011005/15/05 11:00:31  5-MIN KDBQ 151700Z 32013KT 10SM FEW029 BKN037 OVC050  08/02 A3003 970 65 400 310/13 RMK AO2
94908KDBQ DBQ20050515110511005/15/05 11:05:31  5-MIN KDBQ 151705Z 30010KT 10SM FEW029 BKN037 OVC050  09/03 A3004 970 63 600 300/10 RMK AO2
94908KDBQ DBQ20050515111011005/15/05 11:10:31  5-MIN KDBQ 151710Z 31010KT 10SM FEW029 SCT037 OVC050  09/03 A3004 970 65 600 310/10 RMK AO2
94908KDBQ DBQ20050515111510305/15/05 11:15:31  5-MIN KDBQ 151715Z 30012KT 10SM SCT037 OVC050 09/03  A3003 970 63 600 300/12 RMK AO2
94908KDBQ DBQ20050515112010305/15/05 11:20:31  5-MIN KDBQ 151720Z 30014KT 10SM FEW037 OVC050 09/03  A3003 970 63 600 300/14 RMK AO2
94908KDBQ DBQ20050515112510305/15/05 11:25:31  5-MIN KDBQ 151725Z 29011KT 10SM FEW037 OVC050 09/03  A3003 970 63 600 290/11 RMK AO2
94908KDBQ DBQ20050515113010305/15/05 11:30:31  5-MIN KDBQ 151730Z 31012KT 10SM SCT036 OVC050 09/02  A3003 980 63 500 310/12 RMK AO2
94908KDBQ DBQ20050515113510305/15/05 11:35:31  5-MIN KDBQ 151735Z 32010KT 10SM SCT038 OVC048 09/02  A3003 980 60 600 320/10 RMK AO2
94908KDBQ DBQ20050515114011005/15/05 11:40:31  5-MIN KDBQ 151740Z 30014KT 10SM FEW033 BKN046 OVC050  10/03 A3003 980 60 600 300/14 RMK AO2
94908KDBQ DBQ20050515114511005/15/05 11:45:31  5-MIN KDBQ 151745Z 30013KT 10SM FEW033 SCT042 OVC050  10/03 A3003 980 60 600 300/13 RMK AO2
94908KDBQ DBQ20050515115014405/15/05 11:50:31  5-MIN KDBQ 151750Z 30013G17KT 10SM SCT036 OVC050 10/03  A3003 980 60 700 300/13G17 RMK AO2 SLP175 T01000028 10100 20044 51010
94908KDBQ DBQ20050515115515005/15/05 11:55:31  5-MIN KDBQ 151755Z 31015G19KT 10SM SCT036 BKN045 OVC050 09/02 A3003 980 60 600 310/15G19 RMK AO2 SLP174 T00940022 10100 20044 50000
94908KDBQ DBQ20050515120010905/15/05 12:00:31  5-MIN KDBQ 151800Z 32013G19KT 10SM BKN038 OVC050 09/02  A3003 980 58 600 320/13G19 RMK AO2
94908KDBQ DBQ20050515120511005/15/05 12:05:31  5-MIN KDBQ 151805Z 31013KT 10SM BKN036 BKN045 OVC050  09/02 A3003 980 63 500 310/13 RMK AO2
94908KDBQ DBQ20050515121010305/15/05 12:10:31  5-MIN KDBQ 151810Z 30012KT 10SM BKN038 OVC050 09/02  A3003 980 60 600 300/12 RMK AO2
94908KDBQ DBQ20050515121510305/15/05 12:15:31  5-MIN KDBQ 151815Z 31012KT 10SM BKN038 OVC050 10/03  A3003 980 60 600 310/12 RMK AO2
94908KDBQ DBQ20050515122010305/15/05 12:20:31  5-MIN KDBQ 151820Z 31010KT 10SM SCT038 OVC050 10/02  A3003 980 58 700 310/10 RMK AO2
94908KDBQ DBQ20050515122510905/15/05 12:25:31  5-MIN KDBQ 151825Z 31015G20KT 10SM BKN038 OVC050 10/02  A3003 980 58 600 300/15G20 RMK AO2
94908KDBQ DBQ20050515123010905/15/05 12:30:31  5-MIN KDBQ 151830Z 30016G20KT 10SM BKN038 OVC050 09/02  A3003 970 58 600 300/16G20 RMK AO2
94908KDBQ DBQ20050515123510305/15/05 12:35:31  5-MIN KDBQ 151835Z 31014KT 10SM BKN038 OVC050 09/02  A3004 960 60 600 310/14 RMK AO2
94908KDBQ DBQ20050515124010305/15/05 12:40:31  5-MIN KDBQ 151840Z 31012KT 10SM BKN038 OVC050 09/02  A3004 970 60 600 310/12 RMK AO2
94908KDBQ DBQ20050515124510305/15/05 12:45:31  5-MIN KDBQ 151845Z 30011KT 10SM BKN038 OVC050 10/02  A3004 970 58 600 300/11 RMK AO2
94908KDBQ DBQ20050515125012005/15/05 12:50:31  5-MIN KDBQ 151850Z 31011KT 10SM BKN038 OVC050 10/03  A3004 970 60 600 310/11 RMK AO2 SLP179 T01000028
94908KDBQ DBQ20050515125512605/15/05 12:55:31  5-MIN KDBQ 151855Z 31013G18KT 10SM BKN038 OVC050 10/02  A3004 960 58 600 310/13G18 RMK AO2 SLP180 T01000022
94908KDBQ DBQ20050515130010905/15/05 13:00:31  5-MIN KDBQ 151900Z 31011G18KT 10SM SCT040 OVC050 11/02  A3004 970 56 700 310/11G18 RMK AO2
94908KDBQ DBQ20050515130510305/15/05 13:05:31  5-MIN KDBQ 151905Z 31013KT 10SM FEW041 OVC050 11/02  A3004 970 56 700 310/13 RMK AO2
94908KDBQ DBQ20050515131010305/15/05 13:10:31  5-MIN KDBQ 151910Z 31014KT 10SM SCT041 OVC050 10/02  A3004 970 58 600 310/14 RMK AO2
94908KDBQ DBQ20050515131510305/15/05 13:15:31  5-MIN KDBQ 151915Z 32012KT 10SM BKN039 OVC050 10/02  A3004 970 58 600 320/12 RMK AO2
94908KDBQ DBQ20050515132010305/15/05 13:20:31  5-MIN KDBQ 151920Z 30013KT 10SM SCT039 OVC050 10/03  A3004 970 60 600 300/13 RMK AO2
94908KDBQ DBQ20050515132510305/15/05 13:25:31  5-MIN KDBQ 151925Z 31011KT 10SM SCT037 OVC050 10/02  A3003 970 58 600 310/11 RMK AO2
94908KDBQ DBQ20050515133010305/15/05 13:30:31  5-MIN KDBQ 151930Z 33012KT 10SM SCT037 OVC050 10/02  A3004 970 58 600 330/12 RMK AO2
94908KDBQ DBQ20050515133510305/15/05 13:35:31  5-MIN KDBQ 151935Z 33012KT 10SM SCT039 OVC050 10/02  A3004 970 58 600 330/12 RMK AO2
94908KDBQ DBQ20050515134010305/15/05 13:40:31  5-MIN KDBQ 151940Z 33013KT 10SM SCT039 OVC050 10/02  A3004 960 58 600 330/13 RMK AO2
94908KDBQ DBQ20050515134510305/15/05 13:45:31  5-MIN KDBQ 151945Z 31013KT 10SM FEW039 OVC050 10/02  A3004 970 56 600 310/13 RMK AO2
94908KDBQ DBQ20050515135012005/15/05 13:50:31  5-MIN KDBQ 151950Z 29013KT 10SM FEW037 OVC050 10/02  A3004 970 58 600 290/13 RMK AO2 SLP179 T01000022
94908KDBQ DBQ20050515135512005/15/05 13:55:31  5-MIN KDBQ 151955Z 29013KT 10SM SCT040 OVC050 10/02  A3004 960 58 600 290/13 RMK AO2 SLP180 T01000022
94908KDBQ DBQ20050515140010305/15/05 14:00:31  5-MIN KDBQ 152000Z 31013KT 10SM BKN040 OVC050 09/02  A3004 960 60 600 300/13 RMK AO2
94908KDBQ DBQ20050515140510305/15/05 14:05:31  5-MIN KDBQ 152005Z 32013KT 10SM BKN042 OVC050 09/02  A3005 960 58 600 310/13 RMK AO2
94908KDBQ DBQ20050515141010305/15/05 14:10:31  5-MIN KDBQ 152010Z 31014KT 10SM BKN042 OVC050 10/02  A3005 960 58 600 310/14 RMK AO2
94908KDBQ DBQ20050515141510305/15/05 14:15:31  5-MIN KDBQ 152015Z 31012KT 10SM SCT042 OVC050 10/02  A3005 960 58 600 310/12 RMK AO2
94908KDBQ DBQ20050515142010305/15/05 14:20:31  5-MIN KDBQ 152020Z 30015KT 10SM SCT040 OVC050 10/02  A3005 960 58 600 300/15 RMK AO2
94908KDBQ DBQ20050515142510305/15/05 14:25:31  5-MIN KDBQ 152025Z 31012KT 10SM FEW040 OVC050 11/02  A3005 960 56 700 300/12 RMK AO2
94908KDBQ DBQ20050515143010305/15/05 14:30:31  5-MIN KDBQ 152030Z 30015KT 10SM FEW040 OVC050 11/02  A3004 970 54 700 300/15 RMK AO2
94908KDBQ DBQ20050515143510305/15/05 14:35:31  5-MIN KDBQ 152035Z 30015KT 10SM FEW040 OVC050 11/02  A3004 970 56 700 300/15 RMK AO2
94908KDBQ DBQ20050515144010305/15/05 14:40:31  5-MIN KDBQ 152040Z 31014KT 10SM FEW040 OVC055 11/02  A3004 970 56 700 310/14 RMK AO2
94908KDBQ DBQ20050515144509605/15/05 14:45:31  5-MIN KDBQ 152045Z 31013KT 10SM OVC055 11/03 A3004 960  58 700 310/13 RMK AO2
94908KDBQ DBQ20050515145011905/15/05 14:50:31  5-MIN KDBQ 152050Z 31013KT 10SM OVC055 11/03 A3005 960  56 800 310/13 RMK AO2 SLP179 T01110028 50000
94908KDBQ DBQ20050515145511905/15/05 14:55:31  5-MIN KDBQ 152055Z 31016KT 10SM OVC055 11/03 A3004 960  58 700 310/16 RMK AO2 SLP179 T01060028 51005
94908KDBQ DBQ20050515150010305/15/05 15:00:31  5-MIN KDBQ 152100Z 30014KT 10SM SCT047 OVC055 11/02  A3005 960 56 700 300/14 RMK AO2
94908KDBQ DBQ20050515150509605/15/05 15:05:31  5-MIN KDBQ 152105Z 31013KT 10SM OVC050 11/03 A3005 960  58 700 310/13 RMK AO2
94908KDBQ DBQ20050515151009605/15/05 15:10:31  5-MIN KDBQ 152110Z 32012KT 10SM OVC050 11/03 A3005 960  58 700 320/12 RMK AO2
94908KDBQ DBQ20050515151509605/15/05 15:15:31  5-MIN KDBQ 152115Z 31012KT 10SM OVC050 12/03 A3005 960  56 800 310/12 RMK AO2
94908KDBQ DBQ20050515152010305/15/05 15:20:31  5-MIN KDBQ 152120Z 31014KT 10SM FEW041 BKN050 12/03  A3004 960 56 800 310/14 RMK AO2
94908KDBQ DBQ20050515152510905/15/05 15:25:31  5-MIN KDBQ 152125Z 30013G18KT 10SM FEW039 BKN050 11/02  A3004 960 56 700 300/13G18 RMK AO2
94908KDBQ DBQ20050515153010905/15/05 15:30:31  5-MIN KDBQ 152130Z 30014G20KT 10SM SCT039 BKN050 12/03  A3004 970 54 800 300/14G20 RMK AO2
94908KDBQ DBQ20050515153510305/15/05 15:35:31  5-MIN KDBQ 152135Z 31015KT 10SM SCT041 BKN050 12/03  A3004 970 54 800 310/15 RMK AO2
94908KDBQ DBQ20050515154010305/15/05 15:40:31  5-MIN KDBQ 152140Z 31015KT 10SM SCT041 BKN050 11/02  A3004 970 54 800 310/15 RMK AO2
94908KDBQ DBQ20050515154509605/15/05 15:45:31  5-MIN KDBQ 152145Z 31011KT 10SM SCT041 11/02 A3004 960  56 700 310/11 RMK AO2
94908KDBQ DBQ20050515155012005/15/05 15:50:31  5-MIN KDBQ 152150Z 30012KT 10SM FEW038 SCT046 10/02  A3005 960 58 600 300/12 RMK AO2 SLP181 T01000022
94908KDBQ DBQ20050515155511305/15/05 15:55:31  5-MIN KDBQ 152155Z 31010KT 10SM SCT040 10/02 A3005 960  58 600 300/10 RMK AO2 SLP182 T01000022
94908KDBQ DBQ20050515160010305/15/05 16:00:31  5-MIN KDBQ 152200Z 31013KT 10SM SCT040 BKN049 10/02  A3005 960 58 600 310/13 RMK AO2
94908KDBQ DBQ20050515160510305/15/05 16:05:31  5-MIN KDBQ 152205Z 31013KT 10SM SCT040 SCT049 10/02  A3005 960 58 600 310/13 RMK AO2
94908KDBQ DBQ20050515161010305/15/05 16:10:31  5-MIN KDBQ 152210Z 30014KT 10SM FEW040 BKN049 11/02  A3005 960 56 700 300/14 RMK AO2
94908KDBQ DBQ20050515161510305/15/05 16:15:31  5-MIN KDBQ 152215Z 30013KT 10SM FEW040 BKN049 11/03  A3005 960 58 700 290/13 RMK AO2
94908KDBQ DBQ20050515162010305/15/05 16:20:31  5-MIN KDBQ 152220Z 30013KT 10SM FEW040 BKN049 11/03  A3005 960 58 700 300/13 RMK AO2
94908KDBQ DBQ20050515162510305/15/05 16:25:31  5-MIN KDBQ 152225Z 30013KT 10SM FEW040 BKN049 11/03  A3005 960 58 700 300/13 RMK AO2
94908KDBQ DBQ20050515163009605/15/05 16:30:31  5-MIN KDBQ 152230Z 31014KT 10SM SCT049 09/02 A3005 960  60 600 310/14 RMK AO2
94908KDBQ DBQ20050515163509605/15/05 16:35:31  5-MIN KDBQ 152235Z 31012KT 10SM BKN047 09/02 A3005 960  58 600 310/12 RMK AO2
94908KDBQ DBQ20050515164009605/15/05 16:40:31  5-MIN KDBQ 152240Z 31012KT 10SM BKN047 09/02 A3005 960  60 600 310/12 RMK AO2
94908KDBQ DBQ20050515164509605/15/05 16:45:31  5-MIN KDBQ 152245Z 32012KT 10SM BKN047 09/02 A3005 960  60 600 320/12 RMK AO2
94908KDBQ DBQ20050515165011305/15/05 16:50:31  5-MIN KDBQ 152250Z 33012KT 10SM SCT047 09/02 A3005 960  60 600 320/12 RMK AO2 SLP183 T00940022
94908KDBQ DBQ20050515165511305/15/05 16:55:31  5-MIN KDBQ 152255Z 31011KT 10SM BKN047 09/02 A3005 960  60 600 310/11 RMK AO2 SLP184 T00940022
94908KDBQ DBQ20050515170009605/15/05 17:00:31  5-MIN KDBQ 152300Z 32011KT 10SM BKN047 10/02 A3005 950  58 600 320/11 RMK AO2
94908KDBQ DBQ20050515170509605/15/05 17:05:31  5-MIN KDBQ 152305Z 31010KT 10SM BKN049 10/02 A3005 950  58 600 310/10 RMK AO2
94908KDBQ DBQ20050515171009605/15/05 17:10:31  5-MIN KDBQ 152310Z 31012KT 10SM BKN049 09/02 A3006 950  60 600 310/12 RMK AO2
94908KDBQ DBQ20050515171509605/15/05 17:15:31  5-MIN KDBQ 152315Z 31014KT 10SM BKN049 09/02 A3006 950  60 600 310/14 RMK AO2
94908KDBQ DBQ20050515172009605/15/05 17:20:31  5-MIN KDBQ 152320Z 32011KT 10SM OVC049 09/02 A3006 950  60 600 310/11 RMK AO2
94908KDBQ DBQ20050515172509605/15/05 17:25:31  5-MIN KDBQ 152325Z 30010KT 10SM OVC049 09/02 A3006 950  60 600 300/10 RMK AO2
94908KDBQ DBQ20050515173009605/15/05 17:30:31  5-MIN KDBQ 152330Z 31010KT 10SM BKN049 09/02 A3006 950  60 600 310/10 RMK AO2
94908KDBQ DBQ20050515173509605/15/05 17:35:31  5-MIN KDBQ 152335Z 31008KT 10SM BKN049 09/03 A3006 950  63 600 310/08 RMK AO2
94908KDBQ DBQ20050515174009605/15/05 17:40:31  5-MIN KDBQ 152340Z 31010KT 10SM OVC049 09/02 A3006 950  60 600 310/10 RMK AO2
94908KDBQ DBQ20050515174509605/15/05 17:45:31  5-MIN KDBQ 152345Z 32010KT 10SM BKN049 09/02 A3006 950  60 600 320/10 RMK AO2
94908KDBQ DBQ20050515175013105/15/05 17:50:31  5-MIN KDBQ 152350Z 32009KT 10SM BKN049 09/02 A3005 960  63 500 320/09 RMK AO2 SLP182 T00890022 10117 20089 51005
94908KDBQ DBQ20050515175513105/15/05 17:55:31  5-MIN KDBQ 152355Z 33008KT 10SM BKN049 09/02 A3006 950  63 500 330/08 RMK AO2 SLP185 T00890022 10117 20089 51004
94908KDBQ DBQ20050515180009605/15/05 18:00:31  5-MIN KDBQ 160000Z 32006KT 10SM OVC049 09/03 A3006 950  65 500 320/06 RMK AO2
94908KDBQ DBQ20050515180509605/15/05 18:05:31  5-MIN KDBQ 160005Z 32009KT 10SM OVC049 09/03 A3006 950  65 500 320/09 RMK AO2
94908KDBQ DBQ20050515181009605/15/05 18:10:31  5-MIN KDBQ 160010Z 31009KT 10SM OVC049 09/02 A3006 950  60 600 310/09 RMK AO2
94908KDBQ DBQ20050515181509605/15/05 18:15:31  5-MIN KDBQ 160015Z 31008KT 10SM OVC049 09/02 A3006 950  60 600 310/08 RMK AO2
94908KDBQ DBQ20050515182009605/15/05 18:20:31  5-MIN KDBQ 160020Z 31009KT 10SM OVC049 09/03 A3006 950  63 600 310/09 RMK AO2
94908KDBQ DBQ20050515182509605/15/05 18:25:31  5-MIN KDBQ 160025Z 32008KT 10SM OVC049 09/03 A3006 950  63 600 320/08 RMK AO2
94908KDBQ DBQ20050515183009605/15/05 18:30:31  5-MIN KDBQ 160030Z 31007KT 10SM BKN049 09/03 A3006 950  63 600 310/07 RMK AO2
94908KDBQ DBQ20050515183509605/15/05 18:35:31  5-MIN KDBQ 160035Z 31008KT 10SM BKN049 09/02 A3005 950  63 500 310/08 RMK AO2
94908KDBQ DBQ20050515184010505/15/05 18:40:31  5-MIN KDBQ 160040Z AUTO 30007KT 10SM SCT049 08/02 A3005 950 65 400 300/07 RMK AO2 TSNO
94908KDBQ DBQ20050515184510505/15/05 18:45:31  5-MIN KDBQ 160045Z AUTO 31008KT 10SM SCT049 08/03 A3005 950 70 400 300/08 RMK AO2 TSNO
94908KDBQ DBQ20050515185012205/15/05 18:50:31  5-MIN KDBQ 160050Z AUTO 31008KT 10SM FEW049 08/03 A3005 960 68 400 310/08 RMK AO2 SLP183 T00830028 TSNO
94908KDBQ DBQ20050515185511905/15/05 18:55:31  5-MIN KDBQ 160055Z AUTO 31007KT 10SM CLR 08/02 A3006 950 68 400 300/07 RMK AO2 SLP184 T00780022 TSNO
94908KDBQ DBQ20050515190010205/15/05 19:00:31  5-MIN KDBQ 160100Z AUTO 30006KT 10SM CLR 07/02 A3005 950 70 300 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515190510205/15/05 19:05:31  5-MIN KDBQ 160105Z AUTO 30005KT 10SM CLR 07/02 A3005 950 70 300 300/05 RMK AO2 TSNO
94908KDBQ DBQ20050515191010205/15/05 19:10:31  5-MIN KDBQ 160110Z AUTO 30006KT 10SM CLR 07/02 A3006 950 73 200 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515191510205/15/05 19:15:31  5-MIN KDBQ 160115Z AUTO 29006KT 10SM CLR 07/02 A3006 950 73 200 290/06 RMK AO2 TSNO
94908KDBQ DBQ20050515192010205/15/05 19:20:31  5-MIN KDBQ 160120Z AUTO 30007KT 10SM CLR 07/02 A3006 950 73 200 290/07 RMK AO2 TSNO
94908KDBQ DBQ20050515192510205/15/05 19:25:31  5-MIN KDBQ 160125Z AUTO 30006KT 10SM CLR 07/02 A3006 950 73 200 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515193010205/15/05 19:30:31  5-MIN KDBQ 160130Z AUTO 30006KT 10SM CLR 06/02 A3006 950 76 100 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515193510205/15/05 19:35:31  5-MIN KDBQ 160135Z AUTO 30007KT 10SM CLR 06/02 A3006 950 76 100 300/07 RMK AO2 TSNO
94908KDBQ DBQ20050515194010205/15/05 19:40:31  5-MIN KDBQ 160140Z AUTO 30006KT 10SM CLR 06/02 A3006 950 76 100 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515194510205/15/05 19:45:31  5-MIN KDBQ 160145Z AUTO 29007KT 10SM CLR 06/02 A3006 950 79 100 290/07 RMK AO2 TSNO
94908KDBQ DBQ20050515195011905/15/05 19:50:31  5-MIN KDBQ 160150Z AUTO 29006KT 10SM CLR 06/02 A3006 950 79 100 290/06 RMK AO2 SLP186 T00560022 TSNO
94908KDBQ DBQ20050515195511905/15/05 19:55:31  5-MIN KDBQ 160155Z AUTO 30006KT 10SM CLR 06/02 A3006 950 79 100 300/06 RMK AO2 SLP187 T00560022 TSNO
94908KDBQ DBQ20050515200010205/15/05 20:00:31  5-MIN KDBQ 160200Z AUTO 30006KT 10SM CLR 06/02 A3006 950 76 100 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515200510205/15/05 20:05:31  5-MIN KDBQ 160205Z AUTO 30006KT 10SM CLR 06/02 A3006 950 76 100 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515201010205/15/05 20:10:31  5-MIN KDBQ 160210Z AUTO 30006KT 10SM CLR 06/02 A3006 950 79 100 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515201510205/15/05 20:15:31  5-MIN KDBQ 160215Z AUTO 31005KT 10SM CLR 06/02 A3006 950 79 100 310/05 RMK AO2 TSNO
94908KDBQ DBQ20050515202010205/15/05 20:20:31  5-MIN KDBQ 160220Z AUTO 31005KT 10SM CLR 06/02 A3006 950 76 100 310/05 RMK AO2 TSNO
94908KDBQ DBQ20050515202510205/15/05 20:25:31  5-MIN KDBQ 160225Z AUTO 30006KT 10SM CLR 06/02 A3006 950 76 100 300/06 RMK AO2 TSNO
94908KDBQ DBQ20050515203010205/15/05 20:30:31  5-MIN KDBQ 160230Z AUTO 31006KT 10SM CLR 06/02 A3006 950 79 100 310/06 RMK AO2 TSNO
94908KDBQ DBQ20050515203510205/15/05 20:35:31  5-MIN KDBQ 160235Z AUTO 31006KT 10SM CLR 06/02 A3006 950 76 100 310/06 RMK AO2 TSNO
94908KDBQ DBQ20050515204010005/15/05 20:40:31  5-MIN KDBQ 160240Z AUTO 31006KT 10SM CLR 05/02 A3007 940 79 0 310/06 RMK AO2 TSNO
94908KDBQ DBQ20050515204510005/15/05 20:45:31  5-MIN KDBQ 160245Z AUTO 31005KT 10SM CLR 04/02 A3007 940 82 0 310/05 RMK AO2 TSNO
94908KDBQ DBQ20050515205012305/15/05 20:50:31  5-MIN KDBQ 160250Z AUTO 31006KT 10SM CLR 05/02 A3007 940 79 0 310/06 RMK AO2 SLP188 T00500017 51004 TSNO
94908KDBQ DBQ20050515205512305/15/05 20:55:31  5-MIN KDBQ 160255Z AUTO 31005KT 10SM CLR 05/02 A3007 940 79 0 310/05 RMK AO2 SLP188 T00500017 53003 TSNO
94908KDBQ DBQ20050515210010005/15/05 21:00:31  5-MIN KDBQ 160300Z AUTO 30004KT 10SM CLR 04/02 A3007 940 82 0 300/04 RMK AO2 TSNO
94908KDBQ DBQ20050515210510005/15/05 21:05:31  5-MIN KDBQ 160305Z AUTO 31004KT 10SM CLR 05/02 A3007 940 79 0 310/04 RMK AO2 TSNO
